"id","code","name","account_type","parent_id:id","level","sped_type","sped_table","sped_chart_template_id:id"
"sped_account_template_l100a_1","1","ATIVO","S",,"1","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101","1.01","ATIVO CIRCULANTE","S","sped_account_template_l100a_1","2","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_10101","1.01.01","DISPONIBILIDADES","S","sped_account_template_l100a_101","3","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010101","1.01.01.01","CAIXA GERAL","S","sped_account_template_l100a_10101","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010101","1.01.01.01.01","Caixa Matriz","A","sped_account_template_l100a_1010101","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010102","1.01.01.01.02","Caixa Filiais","A","sped_account_template_l100a_1010101","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010102","1.01.01.02","DEPÓSITOS BANCÁRIOS À VISTA","S","sped_account_template_l100a_10101","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010201","1.01.01.02.01","Bancos Conta Movimento - No País","A","sped_account_template_l100a_1010102","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010202","1.01.01.02.02","Bancos Conta Movimento - No Exterior","A","sped_account_template_l100a_1010102","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010104","1.01.01.04","NUMERÁRIOS EM TRÂNSITO","S","sped_account_template_l100a_10101","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010401","1.01.01.04.01","Numerários em Trânsito","A","sped_account_template_l100a_1010104","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010105","1.01.01.05","TÍTULOS E VALORES MOBILIÁRIOS - NÃO HEDGE - NO PAÍS","S","sped_account_template_l100a_10101","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010501","1.01.01.05.01","Títulos para Negociação - Mensurados a Valor Justo Por Meio do Resultado (VJPR) - No País","A","sped_account_template_l100a_1010105","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010502","1.01.01.05.02","Títulos Disponíveis para Venda - No País","A","sped_account_template_l100a_1010105","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010503","1.01.01.05.03","Títulos Mantidos até o Vencimento - No País","A","sped_account_template_l100a_1010105","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010510","1.01.01.05.10","Debêntures emitidas por Partes Relacionadas - No País","A","sped_account_template_l100a_1010105","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010511","1.01.01.05.11","Debêntures Emitidas por Partes Não Relacionadas - No País","A","sped_account_template_l100a_1010105","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010515","1.01.01.05.15","Outros Empréstimos e Recebíveis - No País","A","sped_account_template_l100a_1010105","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010550","1.01.01.05.50","(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Valores Mobiliários - No País","A","sped_account_template_l100a_1010105","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010555","1.01.01.05.55","(-) Perdas por Redução ao Valor Recuperável (Impairment)- Valores Mobiliários - No País","A","sped_account_template_l100a_1010105","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010570","1.01.01.05.70","Subconta - Ajuste a Valor Justo - Valores Mobiliários – Não Hedge -No País","A","sped_account_template_l100a_1010105","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010590","1.01.01.05.90","Subconta – Adoção Inicial -  Valores Mobiliários – Não Hedge - No País","A","sped_account_template_l100a_1010105","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010106","1.01.01.06","VALORES MOBILIÁRIOS - HEDGE - NO PAÍS","S","sped_account_template_l100a_10101","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010601","1.01.01.06.01","Derivativos - Hedge Valor Justo - No País","A","sped_account_template_l100a_1010106","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010602","1.01.01.06.02","Derivativos - Hedge Fluxo de Caixa - No País","A","sped_account_template_l100a_1010106","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010603","1.01.01.06.03","Derivativos - Hedge Investimento no Exterior - No País","A","sped_account_template_l100a_1010106","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010670","1.01.01.06.70","Subconta - Ajuste a Valor Justo - Valores Mobiliários – Hedge - No País","A","sped_account_template_l100a_1010106","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010690","1.01.01.06.90","Subconta – Adoção Inicial -  Valores Mobiliários – Hedge - No País","A","sped_account_template_l100a_1010106","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010109","1.01.01.09","TÍTULOS E VALORES MOBILIÁRIOS - NÃO HEDGE - NO EXTERIOR","S","sped_account_template_l100a_10101","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010901","1.01.01.09.01","Títulos para Negociação - Mensurados a Valor Justo por Meio de Resultado (VJPR) - No Exterior","A","sped_account_template_l100a_1010109","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010902","1.01.01.09.02","Títulos Disponíveis para Venda - No Exterior","A","sped_account_template_l100a_1010109","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010903","1.01.01.09.03","Títulos Mantidos até o Vencimento - No Exterior","A","sped_account_template_l100a_1010109","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010910","1.01.01.09.10","Debêntures emitidas por Partes Relacionadas - No Exterior","A","sped_account_template_l100a_1010109","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010911","1.01.01.09.11","Debêntures emitidas por Partes Não Relacionadas - No Exterior","A","sped_account_template_l100a_1010109","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010915","1.01.01.09.15","Outros Empréstimos e Recebíveis - No Exterior","A","sped_account_template_l100a_1010109","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010950","1.01.01.09.50","(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Valores Mobiliários - No Exterior","A","sped_account_template_l100a_1010109","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010955","1.01.01.09.55","(-) Perdas por Redução ao Valor Recuperável (Impairment)- Valores Mobiliários - No Exterior","A","sped_account_template_l100a_1010109","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010970","1.01.01.09.70","Subconta - Ajuste a Valor Justo - Não Hedge - No Exterior","A","sped_account_template_l100a_1010109","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101010990","1.01.01.09.90","Subconta – Adoção Inicial -  Valores Mobiliários – Não Hedge - No Exterior","A","sped_account_template_l100a_1010109","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010110","1.01.01.10","VALORES MOBILIÁRIOS - HEDGE - NO EXTERIOR","S","sped_account_template_l100a_10101","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101011001","1.01.01.10.01","Derivativos - Hedge Valor Justo - No Exterior","A","sped_account_template_l100a_1010110","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101011002","1.01.01.10.02","Derivativos - Hedge Fluxo de Caixa - No Exterior","A","sped_account_template_l100a_1010110","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101011003","1.01.01.10.03","Derivativos - Hedge Investimento no Exterior - No Exterior","A","sped_account_template_l100a_1010110","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101011070","1.01.01.10.70","Subconta - Ajuste a Valor Justo - Valores Mobiliários – Hedge - No Exterior","A","sped_account_template_l100a_1010110","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101011090","1.01.01.10.90","Subconta – Adoção Inicial -  Valores Mobiliários – Hedge - No Exterior","A","sped_account_template_l100a_1010110","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010140","1.01.01.40","RECURSOS NO EXTERIOR DECORRENTES DE EXPORTAÇÃO","S","sped_account_template_l100a_10101","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101014001","1.01.01.40.01","Recursos no Exterior Decorrentes de Exportação","A","sped_account_template_l100a_1010140","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010199","1.01.01.99","OUTRAS DISPONIBILIDADES","S","sped_account_template_l100a_10101","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101019901","1.01.01.99.01","Outras Disponibilidades","A","sped_account_template_l100a_1010199","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_10102","1.01.02","CRÉDITOS","S","sped_account_template_l100a_101","3","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010201","1.01.02.01","ADIANTAMENTOS","S","sped_account_template_l100a_10102","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020101","1.01.02.01.01","Adiantamentos a Fornecedores - no País – Circulante","A","sped_account_template_l100a_1010201","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020102","1.01.02.01.02","Adiantamentos a Fornecedores - no Exterior – Circulante","A","sped_account_template_l100a_1010201","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020103","1.01.02.01.03","Adiantamentos a Funcionários – Circulante","A","sped_account_template_l100a_1010201","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020104","1.01.02.01.04","Adiantamentos a Terceiros – Circulante","A","sped_account_template_l100a_1010201","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020198","1.01.02.01.98","Outros Adiantamentos – Circulante","A","sped_account_template_l100a_1010201","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010202","1.01.02.02","DUPLICATAS A RECEBER","S","sped_account_template_l100a_10102","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020201","1.01.02.02.01","Duplicatas a Receber – Operações com Partes Não Relacionadas - no País","A","sped_account_template_l100a_1010202","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020202","1.01.02.02.02","Duplicatas a Receber - Operações com Partes Não Relacionadas - no Exterior","A","sped_account_template_l100a_1010202","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020203","1.01.02.02.03","Duplicatas a Receber - Operações com Partes Relacionadas - no País","A","sped_account_template_l100a_1010202","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020204","1.01.02.02.04","Duplicatas a Receber - Operações com Partes Relacionadas - no Exterior","A","sped_account_template_l100a_1010202","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020250","1.01.02.02.50","(-) Juros a Apropriar Decorrentes de Ajuste da Valor Presente (AVP) – Duplicatas a Receber ","A","sped_account_template_l100a_1010202","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020252","1.01.02.02.52","(-) Perdas Estimadas em Créditos de Liquidação Duvidosa - Duplicatas a Receber ","A","sped_account_template_l100a_1010202","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020255","1.01.02.02.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Duplicatas a Receber ","A","sped_account_template_l100a_1010202","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020290","1.01.02.02.90","Subconta – Adoção Inicial -  Duplicatas a Receber","A","sped_account_template_l100a_1010202","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010203","1.01.02.03","TRIBUTOS A RECUPERAR","S","sped_account_template_l100a_10102","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020301","1.01.02.03.01","IPI a Recuperar","A","sped_account_template_l100a_1010203","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020302","1.01.02.03.02","ICMS a Recuperar","A","sped_account_template_l100a_1010203","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020303","1.01.02.03.03","PIS a Recuperar - Crédito Básico","A","sped_account_template_l100a_1010203","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020304","1.01.02.03.04","PIS a Recuperar - Crédito Presumido","A","sped_account_template_l100a_1010203","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020305","1.01.02.03.05","COFINS a Recuperar - Crédito Básico","A","sped_account_template_l100a_1010203","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020306","1.01.02.03.06","COFINS a Recuperar - Crédito Presumido","A","sped_account_template_l100a_1010203","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020307","1.01.02.03.07","CIDE a Recuperar","A","sped_account_template_l100a_1010203","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020340","1.01.02.03.40","Outros Impostos e Contribuições a Recuperar","A","sped_account_template_l100a_1010203","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020350","1.01.02.03.50","(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Tributos a Recuperar","A","sped_account_template_l100a_1010203","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020355","1.01.02.03.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) -  Tributos a Recuperar","A","sped_account_template_l100a_1010203","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010204","1.01.02.04","TRIBUTOS A COMPENSAR","S","sped_account_template_l100a_10102","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020401","1.01.02.04.01","Imposto de Renda Retido na Fonte (IRRF)","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020402","1.01.02.04.02","IRPJ Recolhido por Estimativa","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020403","1.01.02.04.03","IRPJ Saldo Negativo","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020404","1.01.02.04.04","CSLL Retida na Fonte","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020405","1.01.02.04.05","CSLL Recolhida por Estimativa","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020406","1.01.02.04.06","CSLL Saldo Negativo","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020407","1.01.02.04.07","PIS/PASEP Retido na Fonte","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020408","1.01.02.04.08","PIS/PASEP a Compensar","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020409","1.01.02.04.09","COFINS Retida na Fonte","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020410","1.01.02.04.10","COFINS a Compensar","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020411","1.01.02.04.11","IPI a Compensar","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020412","1.01.02.04.12","IOF a Compensar","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020413","1.01.02.04.13","Imposto de Importação a Compensar","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020414","1.01.02.04.14","Imposto de Exportação a Compensar","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020415","1.01.02.04.15","ITR a Compensar","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020416","1.01.02.04.16","CIDE a Compensar","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020417","1.01.02.04.17","Contribuição Previdenciária Retida na Prestação de Serviços","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020418","1.01.02.04.18","Contribuição Previdenciária a Compensar","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020440","1.01.02.04.40","Outros Tributos a Compensar","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020450","1.01.02.04.50","( - ) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Tributos a Compensar","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020455","1.01.02.04.55","( - ) Perdas  por Redução ao Valor Recuperável (Impairment)- Tributos a Compensar","A","sped_account_template_l100a_1010204","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010209","1.01.02.09","OUTROS CRÉDITOS – CIRCULANTE","S","sped_account_template_l100a_10102","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020901","1.01.02.09.01","Mútuos com Partes Não Relacionadas – Circulante - No País","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020902","1.01.02.09.02","Mútuos com Partes Não Relacionadas – Circulante - No Exterior","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020903","1.01.02.09.03","Dividendos a Receber - Circulante - No País","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020904","1.01.02.09.04","Dividendos a Receber - Circulante - No Exterior","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020905","1.01.02.09.05","Juros Sobre o Capital Próprio a Receber  - Circulante","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020906","1.01.02.09.06","Adiantamento para Futuro Aumento de Capital –Ativo - Circulante","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020907","1.01.02.09.07"," Outros Juros a Receber - Circulante","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020909","1.01.02.09.09","Contraprestação Contingente Ativa - Combinação de Negócios - Circulante","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020910","1.01.02.09.10","Demais Créditos a Receber - Circulante","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020911","1.01.02.09.11","Depósitos em Contencioso - Circulante","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020912","1.01.02.09.12","Outros Créditos em Contencioso - Circulante","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020920","1.01.02.09.20","Direitos Creditórios Cedidos","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020921","1.01.02.09.21","(-) Deságio na Cessão de Títulos","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020925","1.01.02.09.25","Direitos Creditórios a Receber","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020950","1.01.02.09.50","(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Outros Créditos - Circulante","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020955","1.01.02.09.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Outros Créditos - Circulante","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020960","1.01.02.09.60","CPC 47 - Atvos de Contrato - Circulante ","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101020970","1.01.02.09.70","Subconta - Ajuste a Valor Justo – Outros Créditos - Circulante","A","sped_account_template_l100a_1010209","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_10103","1.01.03","ESTOQUES","S","sped_account_template_l100a_101","3","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010301","1.01.03.01","ESTOQUES DE MERCADORIAS","S","sped_account_template_l100a_10103","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030101","1.01.03.01.01","Mercadorias para Revenda","A","sped_account_template_l100a_1010301","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030155","1.01.03.01.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Estoque Mercadorias","A","sped_account_template_l100a_1010301","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030170","1.01.03.01.70","Subconta - Ajuste a Valor Justo - Estoque Mercadorias","A","sped_account_template_l100a_1010301","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030175","1.01.03.01.75","( - ) Subconta – Ajuste a Valor Presente (AVP) -  Estoque Mercadorias","A","sped_account_template_l100a_1010301","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030190","1.01.03.01.90","Subconta – Adoção Inicial -  Estoques de Mercadorias ","A","sped_account_template_l100a_1010301","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010302","1.01.03.02","ESTOQUES DE PRODUTOS","S","sped_account_template_l100a_10103","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030201","1.01.03.02.01","Insumos (materiais diretos)","A","sped_account_template_l100a_1010302","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030202","1.01.03.02.02","Outros Materiais","A","sped_account_template_l100a_1010302","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030203","1.01.03.02.03","Produtos em Elaboração","A","sped_account_template_l100a_1010302","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030204","1.01.03.02.04","Produtos Acabados","A","sped_account_template_l100a_1010302","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030255","1.01.03.02.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Estoque Produtos","A","sped_account_template_l100a_1010302","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030270","1.01.03.02.70","Subconta - Ajuste a Valor Justo - Estoque de Produtos","A","sped_account_template_l100a_1010302","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030275","1.01.03.02.75","( - ) Subconta – Ajuste a Valor Presente (AVP) -  Estoque de Produtos","A","sped_account_template_l100a_1010302","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030290","1.01.03.02.90","Subconta – Adoção Inicial -  Estoques  de Produtos","A","sped_account_template_l100a_1010302","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010303","1.01.03.03","ESTOQUES - ATIVIDADE IMOBILIÁRIA","S","sped_account_template_l100a_10103","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030301","1.01.03.03.01","Terrenos - Atividade Imobiliária","A","sped_account_template_l100a_1010303","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030302","1.01.03.03.02","Imóveis Adquiridos para Revenda - Atividade Imobiliária","A","sped_account_template_l100a_1010303","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030303","1.01.03.03.03","Obras em Andamento - Atividade Imobiliária","A","sped_account_template_l100a_1010303","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030304","1.01.03.03.04","Imóveis à Venda - Atividade Imobiliária","A","sped_account_template_l100a_1010303","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030305","1.01.03.03.05","Construções em Andamento de Imóveis Destinados à Venda","A","sped_account_template_l100a_1010303","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030306","1.01.03.03.06","Materiais de Construção - Atividade Imobiliária","A","sped_account_template_l100a_1010303","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030355","1.01.03.03.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Estoque Atividade Imobiliária","A","sped_account_template_l100a_1010303","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030375","1.01.03.03.75","( - ) Subconta – Ajuste a Valor Presente (AVP) -  Estoque Atividade Imobiliária","A","sped_account_template_l100a_1010303","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030390","1.01.03.03.90","Subconta – Adoção Inicial -  Estoques – Atividade Imobiliária","A","sped_account_template_l100a_1010303","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010304","1.01.03.04","ESTOQUES - LONGA MATURAÇÃO","S","sped_account_template_l100a_10103","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030401","1.01.03.04.01","Insumos (materiais diretos) - Estoque Longa Maturação","A","sped_account_template_l100a_1010304","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030402","1.01.03.04.02","Outros Materiais - Estoque Longa Maturação","A","sped_account_template_l100a_1010304","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030403","1.01.03.04.03","Produtos em Elaboração - Estoque Longa Maturação","A","sped_account_template_l100a_1010304","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030404","1.01.03.04.04","Produtos Acabados - Estoque Longa Maturação","A","sped_account_template_l100a_1010304","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030455","1.01.03.04.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Estoque Longa Maturação","A","sped_account_template_l100a_1010304","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030470","1.01.03.04.70","Subconta - Ajuste a Valor Justo - Estoque Longa Maturação","A","sped_account_template_l100a_1010304","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030475","1.01.03.04.75","( - ) Subconta – Ajuste a Valor Presente (AVP) -  Estoque Longa Maturação","A","sped_account_template_l100a_1010304","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030490","1.01.03.04.90","Subconta – Adoção Inicial -  Estoques – Longa Maturação","A","sped_account_template_l100a_1010304","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010305","1.01.03.05","ESTOQUES - ATIVIDADE RURAL","S","sped_account_template_l100a_10103","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030501","1.01.03.05.01","Produtos Agropecuários de Origem Animal","A","sped_account_template_l100a_1010305","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030502","1.01.03.05.02","Produtos Agropecuários de Origem Vegetal","A","sped_account_template_l100a_1010305","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030503","1.01.03.05.03","Insumos Agropecuários","A","sped_account_template_l100a_1010305","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030504","1.01.03.05.04","Outros Materiais - Atividade Rural","A","sped_account_template_l100a_1010305","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030555","1.01.03.05.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Estoque Atividade Rural","A","sped_account_template_l100a_1010305","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030570","1.01.03.05.70","Subconta - Ajuste a Valor Justo - Estoque Atividade Rural","A","sped_account_template_l100a_1010305","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030575","1.01.03.05.75","( - ) Subconta – Ajuste a Valor Presente (AVP) -  Estoque Atividade Rural","A","sped_account_template_l100a_1010305","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030590","1.01.03.05.90","Subconta – Adoção Inicial -  Estoques – Atividade Rural","A","sped_account_template_l100a_1010305","5","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_1010306","1.01.03.06","ESTOQUES SERVIÇOS","S","sped_account_template_l100a_10103","4","1","L100A","sped_chart_template_la"
"sped_account_template_l100a_101030601","1.01.03.06.01","Materiais Aplicados na Produção de Serviços","A","sped_account_template_l100a_1010306","5","1","L100A","sped_chart_template_la"
